,ID,Lat,Long,ListPrice,SaleYear,Bathroom,Bedroom,BuiltYear,BuildDecade,MajorRenov,FinishSqFt,LotSqFt,MSA,City,HighSchool,SalePrice
2268,4914209,42.166822,-87.839131,409000,2014,2.5,4,1958,1950,1958,2050,9000,Chicago,Deerfield,Deerfield High School,392423.735174
2269,5025580,42.348023,-88.296762,114900,2013,2,3,1979,1970,NONE,1750,7644.5,Chicago,McHenry,McHenry High School-West Campus,114207.788593
2270,5029882,42.397811,-88.219812,85000,2013,1,2,1964,1960,NONE,960,14374,Chicago,Pistakee Highlands,Johnsburg High School,81459.6606311
2271,5030573,42.397774,-88.217437,119000,2014,1,2,1971,1970,NONE,1203.5,6534,Chicago,Pistakee Highlands,Johnsburg High School,115226.405781
2272,5029011,42.405917,-88.212111,129900,2013,1,3,1966,1960,NONE,1200,15472.04295,Chicago,Pistakee Highlands,Johnsburg High School,123956.548674
2273,5029490,42.407565,-88.236879,249000,2014,4,4,2001,2000,NONE,3330,15472.04295,Chicago,Johnsburg,Johnsburg High School,243820.727855
2274,5016773,42.33477,-88.445837,108900,2014,1,3,1951,1950,NONE,1271.5,7623,Chicago,Woodstock,Woodstock North High School,98223.9562753
2275,4828325,42.299111,-88.021781,189900,2013,3,3,1997,1990,NONE,1560,5463.5,Chicago,Mundelein,NONE,185705.063339
2276,4828876,42.291182,-88.021102,345000,2008,3,4,1994,1990,NONE,2282,2282,Chicago,Mundelein,NONE,328222.869043
2277,4840042,42.295561,-87.972111,549900,2014,2.5,4,1979,1970,NONE,2100,15000,Chicago,Libertyville,Libertyville High School,516502.932003
2278,4840081,42.292992,-87.971554,505000,2014,3,4,1977,1970,NONE,2682,15472.04295,Chicago,Libertyville,Libertyville High School,484977.099889
2279,4840354,42.298646,-87.98802,599900,2014,3,4,1999,1990,NONE,3586,10018,Chicago,Libertyville,Libertyville High School,587634.478526
2280,5037986,42.303831,-88.456192,139900,2014,2,3,1967,1960,NONE,1154,6342,Chicago,Woodstock,Woodstock High School,132532.248152
2281,5039478,42.298017,-88.404512,249900,2014,3,4,2000,2000,NONE,2300,15472.04295,Chicago,Woodstock,Woodstock High School,238963.447607
2282,5033205,42.260277,-88.599018,137500,2014,2.5,3,1999,1990,NONE,1800,7470,Chicago,Marengo,NONE,134306.671067
2283,4844818,42.265023,-87.959268,385000,2014,2,3,1973,1970,NONE,1734,6403,Chicago,Libertyville,Vernon Hills High School,363353.583995
2284,5045641,42.249815,-88.325066,279900,2013,3.5,5,1990,1990,NONE,2300,12632,Chicago,Crystal Lake,Prairie Ridge High School,271469.656806
2285,5047266,42.243744,-88.260405,399000,2009,3,4,1994,1990,NONE,3097,15472.04295,Chicago,Crystal Lake,Prairie Ridge High School,377131.088609
2286,4852839,42.290948,-87.855535,585000,2014,3,3,1987,1980,NONE,2213,8864.5,Chicago,Lake Bluff,Lake Forest High School,562039.351945
2287,4854109,42.275729,-87.858884,629000,2014,3,5,1986,1980,NONE,2868,11325,Chicago,Lake Bluff,Lake Forest High School,602485.257286
2288,5054704,42.23682,-88.374992,154900,2014,1,3,1960,1960,NONE,1225,10454,Chicago,Crystal Lake,Crystal Lake Central High School,151610.460451
2289,4854710,42.276204,-87.838366,699000,2014,3.5,4,1941,1940,NONE,2946,7500,Chicago,Lake Bluff,Lake Forest High School,671348.230274
2290,5069759,42.220445,-88.254594,77500,2013,2,3,1974,1970,NONE,1357,6534,Chicago,Cary,Cary-Grove Community High School,73833.9497461
2291,4844849,42.265334,-87.957821,369000,2013,2.5,3,1973,1970,NONE,1734,9147,Chicago,Libertyville,Vernon Hills High School,358869.214032
2292,4846638,42.256403,-87.969189,747230.4,2009,3,4,2002,2000,NONE,3847,476.06286,Chicago,Vernon Hills,Vernon Hills High School,665601.712
2293,4847005,42.266417,-87.989335,144900,2014,1.5,3,1956,1950,NONE,1000,7405,Chicago,Mundelein,NONE,139939.577469
2294,4847541,42.257667,-88.002813,159000,2014,3,3,1953,1950,NONE,1110,7075,Chicago,Mundelein,NONE,152351.815411
2295,4855312,42.266221,-87.844479,539000,2014,2.5,4,1972,1970,1972,2095,15472.04295,Chicago,Lake Forest,Lake Forest High School,505317.833333
2296,4855699,42.261707,-87.845551,350000,2014,2,3,1977,1970,NONE,2043,2265,Chicago,Lake Forest,Lake Forest High School,342646.047228
2297,4857505,42.2457,-87.833404,747230.4,2014,4,4,1949,1940,NONE,3343,15472.04295,Chicago,Lake Forest,Lake Forest High School,680513.4
2298,4858434,42.230823,-88.149874,359900,2015,3,3,1940,1940,NONE,3060,15472.04295,Chicago,Tower Lakes,Barrington High School,348527.430759
2299,4864219,42.236471,-88.025394,324900,2013,3,4,1988,1980,1988,2924,15472.04295,Chicago,Hawthorn Woods,Adlai E Stevenson High School,310235.573377
2300,4864481,42.226478,-88.045715,499900,2013,3,4,1987,1980,2009,2698,15472.04295,Chicago,Hawthorn Woods,Adlai E Stevenson High School,482005.401422
2301,4864803,42.230423,-88.095635,589000,2013,4,4,1991,1990,NONE,2815,9019,Chicago,Hawthorn Woods,Lake Zurich High School,556738.772147
2302,5071203,42.203197,-88.253591,199900,2014,2,3,1956,1950,NONE,1783,15472.04295,Chicago,Trout Valley,Cary-Grove Community High School,190370.493497
2303,5072148,42.200767,-88.268712,229000,2013,2.5,3,1992,1990,NONE,1626,6751.5,Chicago,Cary,Cary-Grove Community High School,222356.134478
2304,4860425,42.216297,-88.141685,175000,2014,3,2,1978,1970,NONE,1129,8466,Chicago,Lake Barrington,Barrington High School,165805.841735
2305,4870555,42.195297,-88.072407,299900,2014,3,4,1971,1970,2013,2600,8712,Chicago,Lake Zurich,Lake Zurich High School,291796.220264
2306,4870984,42.185285,-88.079728,310000,2013,2.5,4,1977,1970,2002,1768,9147,Chicago,Lake Zurich,Lake Zurich High School,298013.119461
2307,4871545,42.188355,-88.065929,387000,2014,2,4,1985,1980,NONE,2400,10454,Chicago,Lake Zurich,Lake Zurich High School,369530.949924
2308,4872879,42.178136,-88.052569,479900,2014,3.5,4,1973,1970,2009,2767,15472.04295,Chicago,Kildeer,Adlai E Stevenson High School,457555.580307
2309,5063017,42.241022,-88.292538,279900,2014,2.5,4,1979,1970,NONE,2500,15472.04295,Chicago,Crystal Lake,Crystal Lake Central High School,268191.12646
2310,5068857,42.220129,-88.28983,129900,2013,2,2,1999,1990,NONE,1538,2221,Chicago,Crystal Lake,Crystal Lake Central High School,125803.649458
2311,5070151,42.212344,-88.250896,159900,2013,2.5,3,1986,1980,NONE,1808,8327,Chicago,Cary,Cary-Grove Community High School,154788.294559
2312,5040794,42.32819,-88.260875,214900,2014,3,3,1996,1990,NONE,2324,12388,Chicago,McHenry,Mchenry  East High School,203458.525236
2313,4866602,42.220116,-88.031077,465000,2013,2.5,4,1987,1980,NONE,2896,15472.04295,Chicago,Hawthorn Woods,Adlai E Stevenson High School,445964.913949
2314,5074482,42.186675,-88.354334,330000,2014,3.5,4,1996,1990,NONE,2608,15472.04295,Chicago,Lake in the Hills,Crystal Lake South High School,323678.784721
2315,5075698,42.187928,-88.325762,179900,2014,3,4,1976,1970,NONE,1901,10018,Chicago,Lake in the Hills,Harry D Jacobs High School,173707.904616
2316,4873612,42.174322,-88.079612,250000,2013,2,3,1979,1970,1979,1249,8712,Chicago,Lake Zurich,Lake Zurich High School,237884.287694
2317,5074802,42.187657,-88.343235,189900,2011,2.5,3,1993,1990,NONE,1974,10890,Chicago,Lake in the Hills,Crystal Lake South High School,185828.223328
2318,4869515,42.185606,-88.109298,359574,2014,2.5,5,1978,1970,1978,2532,8712,Chicago,Lake Zurich,Lake Zurich High School,349151.890142
2319,4870502,42.195343,-88.067874,189900,2014,2,4,1972,1970,NONE,1931,10890,Chicago,Lake Zurich,Lake Zurich High School,186640.794665
2320,4871385,42.189962,-88.067538,339900,2014,3,3,1987,1980,NONE,1704,13068,Chicago,Lake Zurich,Lake Zurich High School,322612.422993
2321,4871758,42.194296,-88.044085,474900,2014,2,4,1966,1960,NONE,2333.5,15472.04295,Chicago,Kildeer,Adlai E Stevenson High School,450037.71691
2322,4876505,42.233555,-87.895636,552500,2013,2,2,1996,1990,NONE,2321,7317.5,Chicago,Lake Forest,Lake Forest High School,520027.687029
2323,4876849,42.228967,-87.961069,349900,2014,3,3,1976,1970,NONE,1868,8624,Chicago,Vernon Hills,Vernon Hills High School,340508.730678
2324,4886283,42.192832,-87.91082,499000,2014,2.5,5,1960,1960,NONE,2457,15472.04295,Chicago,Lincolnshire,Adlai E Stevenson High School,474173.679649
2325,4888593,42.169358,-87.956798,350000,2014,2.5,3,1986,1980,1986,1632,6969,Chicago,Buffalo Grove,Adlai E Stevenson High School,340020.34566
2326,5046560,42.254188,-88.289064,287500,2013,3.5,4,1998,1990,NONE,2768,9040,Chicago,Crystal Lake,Prairie Ridge High School,281031.365878
2327,5046920,42.247098,-88.280423,375000,2014,3,3,2003,2000,NONE,2300,6316,Chicago,Crystal Lake,Prairie Ridge High School,357612.037942
2328,5080159,42.179557,-88.329176,159900,2013,3,3,1968,1960,NONE,1440,6160.5,Chicago,Lake in the Hills,Harry D Jacobs High School,154706.793661
2329,5078461,42.179422,-88.280091,149000,2013,1.5,3,1954,1950,NONE,1632,7405,Chicago,Algonquin,Dundee-Crown High School,146848.145412
2330,5078956,42.180562,-88.30652,189500,2014,3,3,1991,1990,NONE,1680,7840,Chicago,Lake in the Hills,Harry D Jacobs High School,179808.902959
2331,5084394,42.157696,-88.277609,149900,2014,1.5,3,1968,1960,NONE,1160,10750,Chicago,Algonquin,Dundee-Crown High School,145446.234663
2332,5085788,42.155598,-88.261925,128000,2014,2,2,NA,UNKNOWN,NONE,1337,5227,Chicago,Algonquin,Dundee-Crown High School,120489.990512
2333,5086695,42.216882,-88.225644,225000,2014,3,3,1984,1980,NONE,1680,8712,Chicago,Cary,Cary-Grove Community High School,213492.567692
2334,5036916,42.324295,-88.458183,34900,2014,1,1,1995,1990,NONE,648,4791.5,Chicago,Woodstock,Woodstock High School,53911.9561282
2335,4876101,42.164414,-88.048722,499999,2014,2.5,4,1979,1970,NONE,3352,15472.04295,Chicago,Kildeer,Lake Zurich High School,489637.000246
2336,4879204,42.230601,-87.985779,389900,2014,2.5,5,1989,1980,NONE,2187,11325,Chicago,Vernon Hills,Adlai E Stevenson High School,377336.012655
2337,4879210,42.23118,-87.985941,350000,2013,2.5,4,1989,1980,NONE,2280,8058,Chicago,Vernon Hills,Adlai E Stevenson High School,343870.567219
2338,4880390,42.225475,-87.982286,469000,2014,3,4,1992,1990,NONE,2643,12584,Chicago,Vernon Hills,NONE,445136.17043
2339,5055281,42.217448,-88.3917,420000,2013,2.5,4,1991,1990,NONE,3253,15472.04295,Chicago,Village of Lakewood,Crystal Lake Central High School,403955.347289
2340,4882201,42.199242,-87.896185,557000,2014,2.5,2,1973,1970,NONE,3158,13188.97844,Chicago,Lincolnshire,Adlai E Stevenson High School,527524.404957
2341,4882501,42.199873,-87.915546,450000,2014,2.5,4,1929,1920,NONE,2894,15472.04295,Chicago,Lincolnshire,Adlai E Stevenson High School,436111.505088
2342,4882892,42.198391,-87.944516,499900,2014,4,3,1994,1990,NONE,2855,9365,Chicago,Lincolnshire,Adlai E Stevenson High School,475378.549174
2343,5080322,42.182153,-88.325262,159900,2011,3,3,1965,1960,NONE,1536,15472.04295,Chicago,Lake in the Hills,Harry D Jacobs High School,152419.142516
2344,5037906,42.304774,-88.467043,219900,2014,4,4,1999,1990,NONE,2358,8113.5,Chicago,Woodstock,Woodstock High School,209977.600354
2345,4893843,42.161471,-87.946699,289900,2013,3,4,1980,1980,2005,2563.5,7500,Chicago,Lincolnshire,Adlai E Stevenson High School,282482.268496
2346,4895085,42.157518,-87.955622,283000,2013,2.5,3,1988,1980,NONE,1860,7516,Chicago,Buffalo Grove,Adlai E Stevenson High School,278495.511096
2347,4897605,42.237324,-87.829382,529000,2014,2.5,3,1959,1950,NONE,1709,9147,Chicago,Lake Forest,Lake Forest High School,498758.608288
2348,4899059,42.221291,-87.857687,747230.4,2014,3.5,4,1966,1960,NONE,3200,13400,Chicago,Lake Forest,Lake Forest High School,680513.4
2349,4899571,42.221695,-87.837779,650000,2013,2.5,5,1966,1960,1966,2796,15472.04295,Chicago,Lake Forest,Lake Forest High School,631188.13907
2350,4900018,42.221326,-87.827211,719000,2013,2.5,5,1964,1960,NONE,2812,7967,Chicago,Lake Forest,Lake Forest High School,673301.6464
2351,5056308,42.206557,-88.373106,132750,2014,1.5,2,2002,2000,NONE,1123,6567,Chicago,Village of Lakewood,Crystal Lake Central High School,124779.845539
2352,5057578,42.19712,-88.384346,174900,2013,2,3,1998,1990,NONE,1600,7187,Chicago,Lake in the Hills,NONE,170112.885674
2353,5088863,42.194406,-88.226056,97500,2014,1,2,1932,1930,NONE,1036,7187,Chicago,Fox River Grove,Cary-Grove Community High School,98040.951439
2354,5089603,42.191731,-88.202906,220000,2014,2,4,1965,1960,2004,2300,15472.04295,Chicago,Fox River Grove,Barrington High School,212613.960926
2355,5061567,42.176635,-88.433382,239900,2013,3,4,1994,1990,NONE,2431,15472.04295,Chicago,Huntley,NONE,230145.96185
2356,5062814,42.240724,-88.271182,339900,2013,3,4,1979,1970,NONE,2466,15472.04295,Chicago,Crystal Lake,Prairie Ridge High School,327510.70842
2357,5063120,42.239554,-88.288325,349500,2013,2.5,4,1990,1990,NONE,3000,10454,Chicago,Crystal Lake,Crystal Lake Central High School,340038.110376
2358,5063354,42.239994,-88.283075,285000,2013,4,5,1961,1960,2000,3000,15472.04295,Chicago,Crystal Lake,Prairie Ridge High School,283769.102564
2359,4888620,42.168922,-87.957034,449000,2015,2,4,1986,1980,NONE,2156,6534,Chicago,Buffalo Grove,Adlai E Stevenson High School,442898.785315
2360,4905114,42.190685,-87.804964,299900,2013,2,4,1927,1920,NONE,1536,8712,Chicago,Highland Park,Highland Park High School,283346.732307
2361,5343859,41.525135,-88.207445,139900,2013,1.5,3,1962,1960,NONE,1392,10454,Chicago,Shorewood,Joliet West High School,136415.014784
2362,5345530,41.523243,-88.154447,89900,2014,2,2,1995,1990,NONE,1060,7635.5,Chicago,Joliet,Joliet West High School,85251.6522641
2363,5347102,41.507988,-88.212339,229000,2013,2,3,1983,1980,NONE,1918,13524,Chicago,Shorewood,NONE,221886.42734
2364,5358508,41.571268,-88.219457,185900,2013,3,4,1999,1990,NONE,2031,8778,Chicago,Plainfield,Plainfield South High School,182112.740075
2365,5066317,42.217884,-88.3526,164900,2014,2.5,3,1985,1980,NONE,1942,6969,Chicago,Crystal Lake,Crystal Lake South High School,161536.907679
2366,5066851,42.218566,-88.344697,153000,2014,2,2,1998,1990,NONE,1797,6925.5,Chicago,Crystal Lake,Crystal Lake South High School,149492.516205
2367,5067856,42.217468,-88.333143,169990,2014,2,4,1974,1970,NONE,1912,7274,Chicago,Crystal Lake,Crystal Lake South High School,166080.40917
2368,5068371,42.215622,-88.323623,179900,2013,2,5,1973,1970,NONE,2420,9147,Chicago,Crystal Lake,Crystal Lake South High School,173512.092539
2369,4894342,42.160173,-87.963834,299900,2014,2.5,2,1995,1990,NONE,1765,6098,Chicago,Buffalo Grove,Adlai E Stevenson High School,284443.300707
2370,4895873,42.160418,-87.94553,315000,2013,3,4,1979,1970,NONE,2274,7579,Chicago,Buffalo Grove,Adlai E Stevenson High School,308894.518668
2371,4897920,42.227939,-87.833191,675000,2013,2,3,1957,1950,NONE,2562,8047.5,Chicago,Lake Forest,Lake Forest High School,653165.833905
2372,4899976,42.213989,-87.84068,438700,2014,2,3,1948,1940,1948,1717,15472.04295,Chicago,Highland Park,Highland Park High School,421107.148388
2373,5073045,42.202051,-88.352046,240900,2013,2.5,4,1991,1990,NONE,2500,15472.04295,Chicago,Crystal Lake,Crystal Lake South High School,237361.969096
2374,5073170,42.202496,-88.347315,249900,2014,2,4,1990,1990,NONE,2554,8276,Chicago,Crystal Lake,Crystal Lake South High School,243030.556147
2375,5075561,42.189986,-88.333451,120000,2013,1,3,1952,1950,NONE,840,7812,Chicago,Lake in the Hills,Harry D Jacobs High School,114391.104165
2376,5076869,42.183424,-88.309233,235000,2013,3,4,1994,1990,NONE,3300,10236,Chicago,Lake in the Hills,Harry D Jacobs High School,239179.612753
2377,5077633,42.195056,-88.254886,425000,2013,2.5,5,1964,1960,NONE,2992,15472.04295,Chicago,Trout Valley,Cary-Grove Community High School,404556.025397
2378,5079232,42.178532,-88.302933,107000,2014,1.5,2,1996,1990,NONE,1334,5760.5,Chicago,Lake in the Hills,Harry D Jacobs High School,99430.4430279
2379,5080863,42.173762,-88.324757,329900,2014,3,4,1998,1990,NONE,3190,15472.04295,Chicago,Algonquin,Harry D Jacobs High School,323534.868908
2380,5339363,41.437333,-88.199141,219900,2009,2,3,1992,1990,NONE,2125,13599,Chicago,Channahon,NONE,208146.655325
2381,5340144,41.390277,-88.24376,430000,2014,3,4,1994,1990,NONE,4005.61455,14158.47844,Chicago,Channahon,NONE,416841.792133
2382,4900674,42.196407,-87.803408,699000,2014,2,4,1923,1920,NONE,2808,15472.04295,Chicago,Highland Park,Highland Park High School,665389.679535
2383,4904690,42.19555,-87.802936,747230.4,2015,4,4,1979,1970,NONE,3176,11760.5,Chicago,Highland Park,Highland Park High School,680083.132
2384,4904864,42.191132,-87.800949,199000,2014,2,3,1964,1960,NONE,1344,6795,Chicago,Highland Park,Highland Park High School,191595.542163
2385,4905679,42.183537,-87.798759,265000,2014,2,2,1982,1980,NONE,1371,8014.5,Chicago,Highland Park,Highland Park High School,253329.44643
2386,4907640,42.174082,-87.79822,747230.4,2014,3.5,3,1997,1990,NONE,3772,5227,Chicago,Highland Park,Highland Park High School,679271.194217
2387,4907110,42.175956,-87.802661,465000,2013,2,4,1950,1950,NONE,2514,6756.5,Chicago,Highland Park,Highland Park High School,440714.977622
2388,4908136,42.17569,-87.826708,539000,2014,2.5,4,1953,1950,NONE,2408,7300,Chicago,Highland Park,Deerfield High School,501537.48728
2389,4908561,42.169702,-87.819279,449000,2014,2,4,1961,1960,2005,2315,11804,Chicago,Highland Park,Deerfield High School,432803.281207
2390,5083727,42.165353,-88.281792,185000,2014,3,3,1989,1980,NONE,1952,8319.5,Chicago,Algonquin,Dundee-Crown High School,181133.949667
2391,5085589,42.160304,-88.259131,375000,2014,3.5,4,2000,2000,NONE,2982,13939,Chicago,Algonquin,Dundee-Crown High School,360726.11379
2392,4911307,42.173421,-87.854564,459000,2013,2.5,3,1949,1940,2006,2058,6250,Chicago,Deerfield,Deerfield High School,443992.820419
2393,4912866,42.161294,-87.866385,369000,2014,2,3,1958,1950,NONE,1702,9408,Chicago,Deerfield,Deerfield High School,354816.120786
2394,4917990,42.160414,-87.769544,669000,2014,3,5,1929,1920,NONE,2792,9125.5,Chicago,Highland Park,Highland Park High School,663405.92407
2395,5008118,42.437503,-88.628481,169900,2013,2.5,3,1999,1990,NONE,1800,7187,Chicago,Harvard,NONE,160810.201365
2396,5011965,42.434411,-88.250521,375000,2015,3,3,2002,2000,NONE,2400,15472.04295,Chicago,Spring Grove,NONE,359469.825984
2397,5012111,42.43499,-88.261882,159000,2013,2,3,NA,UNKNOWN,NONE,1700,15472.04295,Chicago,Spring Grove,NONE,155152.491536
2398,5015292,42.377619,-88.372883,149900,2008,2,3,1960,1960,NONE,1000,7200,Chicago,Wonder Lake,Woodstock North High School,144567.378158
2399,5059442,42.18972,-88.357768,420000,2014,4,4,2003,2000,NONE,3060,15472.04295,Chicago,Crystal Lake,Crystal Lake South High School,397767.712121
2400,5063233,42.236402,-88.287054,249900,2014,2.5,4,NA,UNKNOWN,NONE,2081.5,8058,Chicago,Crystal Lake,Crystal Lake Central High School,238454.077511
2401,5063398,42.240938,-88.280241,430000,2015,3.5,5,1995,1990,NONE,3300,15472.04295,Chicago,Crystal Lake,Prairie Ridge High School,409412.982572
2402,5367715,41.714919,-88.19624,182000,2014,2.5,3,1996,1990,NONE,1650,6686,Chicago,Naperville,Neuqua Valley High School,178855.745306
2403,5338677,41.440482,-88.226348,175500,2014,2,3,1984,1980,NONE,1780,12600,Chicago,Channahon,NONE,172735.882332
2404,5342458,41.539975,-88.191121,215000,2014,3,3,1993,1990,NONE,1950,10454,Chicago,Joliet,Joliet West High School,206006.294562
2405,5346919,41.518507,-88.203652,209900,2013,3,3,1987,1980,NONE,2638,9365,Chicago,Shorewood,Joliet West High School,206294.835163
2406,5347127,41.509708,-88.210333,289900,2014,3,4,1985,1980,NONE,2900,13068,Chicago,Shorewood,Joliet West High School,284166.713684
2407,5349816,41.635005,-88.151632,155000,2013,1.5,3,1995,1990,NONE,1211.5,4258,Chicago,Plainfield,Plainfield East High School,148541.287705
2408,5343995,41.522819,-88.206906,210000,2014,2,3,1972,1970,NONE,1858,10890,Chicago,Shorewood,Joliet West High School,201181.321636
2409,5344373,41.5348,-88.162161,136000,2014,2,2,1992,1990,NONE,1515,6098,Chicago,Joliet,Joliet West High School,133787.63601
2410,5350526,41.627264,-88.156238,167700,2013,2,4,1997,1990,NONE,2012,6969,Chicago,Plainfield,Plainfield East High School,163378.38002
2411,5350546,41.625822,-88.154801,167900,2014,2,3,1997,1990,NONE,1427,6985,Chicago,Plainfield,Plainfield East High School,160924.455657
2412,5351753,41.631494,-88.226088,263000,2014,3,4,1996,1990,NONE,2464,12632,Chicago,Plainfield,Plainfield North High School,254808.391861
2413,5355255,41.589805,-88.190385,159900,2013,3,3,1965,1960,NONE,1584,15288,Chicago,Plainfield,Plainfield High School,152429.79746
2414,5356244,41.580377,-88.158411,158900,2014,2,3,1969,1960,NONE,1616,15472.04295,Chicago,Joliet,Plainfield High School,154187.101077
2415,5063918,42.234794,-88.334174,189900,2013,1.5,3,1940,1940,NONE,1726,476.06286,Chicago,Crystal Lake,Crystal Lake Central High School,179624.697255
2416,5066664,42.212369,-88.346187,174750,2013,2,3,1974,1970,NONE,1473.5,9583,Chicago,Crystal Lake,Crystal Lake South High School,167699.235091
2417,5350608,41.625382,-88.157221,210000,2008,1.5,3,1996,1990,NONE,1427,10890,Chicago,Plainfield,Plainfield East High School,203028.24246
2418,5355694,41.585993,-88.181809,138900,2014,2,3,NA,UNKNOWN,2008,1522.5,7405,Chicago,Plainfield,Plainfield High School,134408.49378
2419,5357497,41.572783,-88.175114,160000,2014,2.5,3,1993,1990,NONE,1472,7252.5,Chicago,Joliet,Plainfield High School,154269.637987
2420,5361125,41.552823,-88.208395,185000,2013,2,3,1994,1990,NONE,1633,8079,Chicago,Plainfield,Plainfield High School,180154.079451
2421,5363291,41.561111,-88.142527,150000,2013,3,3,1995,1990,NONE,2000,7231,Chicago,Crest Hill,Plainfield High School,148108.652555
2422,5363400,41.561437,-88.146558,129900,2013,2.5,3,1994,1990,NONE,1800,2368,Chicago,Crest Hill,Plainfield High School,136926.799435
2423,5365400,41.716335,-88.156276,525000,2013,4,5,1994,1990,NONE,3000,6315.5,Chicago,Naperville,Neuqua Valley High School,505583.017892
2424,5370015,41.704297,-88.179544,479900,2014,2.5,4,NA,UNKNOWN,NONE,1933.5,8167,Chicago,Naperville,Neuqua Valley High School,455658.143398
2425,5374410,41.675919,-88.203833,395900,2013,2.5,4,1999,1990,2013,2765,10606.5,Chicago,Naperville,Neuqua Valley High School,377337.465299
2426,5374754,41.678769,-88.187318,419900,2009,4,4,1994,1990,NONE,2167,13677,Chicago,Naperville,Neuqua Valley High School,398407.239161
2427,5377727,41.323542,-88.11003,450000,2014,2,4,1993,1990,NONE,2500,476.06286,Chicago,Wilmington,Wilmington High School,426806.350183
2428,5361132,41.551313,-88.208867,219900,2014,2.5,3,1998,1990,NONE,2100,10323.5,Chicago,Plainfield,Plainfield South High School,212018.918254
2429,5034807,42.317779,-88.567711,258500,2015,2,3,1989,1980,NONE,2250,10476,Chicago,Marengo,NONE,246501.005711
2430,5036089,42.322788,-88.448409,112950,2014,2,3,1922,1920,NONE,1224,14832,Chicago,Woodstock,Woodstock High School,109871.280456
2431,5366495,41.713248,-88.173328,299999,2014,2,4,1985,1980,NONE,1484,10454,Chicago,Naperville,Neuqua Valley High School,286415.794784
2432,5041874,42.32636,-88.304661,145000,2015,1.5,3,1984,1980,NONE,1518,11107,Chicago,McHenry,McHenry High School-West Campus,142093.392543
2433,5048856,42.288488,-88.234133,169900,2009,2,3,1956,1950,NONE,1300,7452.5,Chicago,McHenry,Prairie Ridge High School,160940.727394
2434,5069380,42.226188,-88.255246,112000,2014,1,3,1983,1980,NONE,1304,6838.5,Chicago,Cary,Cary-Grove Community High School,108066.830679
2435,5073675,42.194549,-88.349397,215000,2014,2,4,1989,1980,2004,2242,8881.5,Chicago,Crystal Lake,Crystal Lake South High School,209294.458696
2436,5075612,42.188262,-88.334403,165000,2014,2,4,1961,1960,NONE,1615,8712,Chicago,Lake in the Hills,Harry D Jacobs High School,160441.808554
2437,5076809,42.186183,-88.311926,235000,2014,2,4,1994,1990,NONE,2300,476.06286,Chicago,Lake in the Hills,Harry D Jacobs High School,229187.083406
2438,5079490,42.173088,-88.314816,121500,2014,2.5,2,1993,1990,NONE,1272,6316,Chicago,Algonquin,Harry D Jacobs High School,113546.453445
2439,5080821,42.170635,-88.3274,317000,2013,2.5,4,1997,1990,NONE,3190,13120.89528,Chicago,Algonquin,Harry D Jacobs High School,309184.742182
2440,5372546,41.690609,-88.174085,545000,2013,3,4,1997,1990,NONE,3400,15472.04295,Chicago,Naperville,Neuqua Valley High School,503187.595789
2441,5376026,41.642145,-88.199688,379000,2014,3,3,1989,1980,NONE,2490,15472.04295,Chicago,Plainfield,Plainfield East High School,363943.119244
2442,5376621,41.289984,-88.132527,140000,2014,1,3,1960,1960,NONE,2000,15472.04295,Chicago,Wilmington,Wilmington High School,137323.015966
2443,5029260,42.407558,-88.200549,134900,2014,2,3,1960,1960,NONE,1625,6599,Chicago,Pistakee Highlands,Johnsburg High School,132431.02134
2444,5030480,42.390191,-88.222015,139000,2014,2,3,1963,1960,NONE,1352,8581,Chicago,Pistakee Highlands,Johnsburg High School,130240.922171
2445,5031402,42.373571,-88.228709,289900,2014,3,4,1979,1970,NONE,2568,7405,Chicago,Johnsburg,Johnsburg High School,280384.011062
2446,5032814,42.304027,-88.603784,187000,2014,2,3,1974,1970,NONE,1750,15472.04295,Chicago,Marengo,NONE,179010.572193
2447,5038491,42.309242,-88.44355,140000,2014,3,2,1955,1950,NONE,1523,8712,Chicago,Woodstock,Woodstock High School,136319.591543
2448,5381543,41.634773,-88.125794,138500,2013,2,2,2007,2000,NONE,1350,5923.5,Chicago,Plainfield,Romeoville High School,130549.373831
2449,5372145,41.691527,-88.185263,575000,2014,5,4,1994,1990,NONE,3860,15472.04295,Chicago,Naperville,Neuqua Valley High School,547088.823207
2450,5374744,41.680574,-88.18679,425000,2014,3,4,1993,1990,NONE,2940,14810,Chicago,Naperville,Neuqua Valley High School,413145.068013
2451,5376123,41.639227,-88.185901,244900,2014,1.5,3,1959,1950,NONE,2180,4982.5,Chicago,Plainfield,Plainfield East High School,239152.673362
2452,5051502,42.265563,-88.227783,239900,2014,2,3,1942,1940,NONE,2311,10445,Chicago,Crystal Lake,Prairie Ridge High School,229190.756774
2453,5087627,42.203098,-88.209394,297900,2014,4,4,1998,1990,NONE,3244,15472.04295,Chicago,Fox River Grove,Cary-Grove Community High School,286944.212586
2454,5344927,41.535129,-88.145295,199500,2014,2,3,NA,UNKNOWN,NONE,1942,7927.5,Chicago,Joliet,Joliet West High School,190367.369337
2455,5348330,41.506218,-88.160585,147500,2013,2,3,1987,1980,NONE,1308,8276,Chicago,Joliet,Joliet West High School,141630.647538
2456,5348670,41.48883,-88.209259,250000,2014,2,3,1973,1970,NONE,2400,15472.04295,Chicago,Shorewood,NONE,241001.16339
